Location,name,inASA,inASE,default,cli,info,version,status,type
Configuration Files > GameUserSettings.ini > [ServerSettings],OutpostSigilRewardMultiplier,Yes,No,1.0,No,Specifies the scaling factor for sigil rewards from outpost missions. Higher values increase the number of sigils rewarded.,,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowDeprecatedStructures,Unknown,Yes,False,Yes,"If <code>True</code>, allows servers to keep the Halloween Structures for a while after event ends (had to be used before relaunching the server with [[222.3]] update). Since no more events are planned to be activated or removed, this feature can be considered deprecated.",[[222.3]],deprecated,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],bAllowFlyerCarryPVE,Unknown,Yes,False,No,Use <code>AllowFlyerCarryPvE</code>.,[[173.0]],deprecated,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],bDisableStructureDecayPvE,Unknown,Yes,False,No,Use <code>DisableStructureDecayPvE</code>.,[[173.0]],deprecated,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ForceFlyerExplosives,Unknown,Yes,False,No,"If <code>True</code>, allowed flyers (except [[Quetzal]] and [[Wyvern]]) to fly with [[C4]] attached to it. Deprecated since [[253.95]].",[[252.83]],deprecated,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxStructuresInRange,Unknown,Yes,1300,No,Specifies the maximum number of structures that can be constructed within a certain (currently hard-coded) range. Deprecated with patch [[188.0]] by <code>NewMaxStructuresInRange</code>.,[[173.0]],deprecated,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],NewMaxStructuresInRange,Unknown,Yes,6000,No,Specifies the maximum number of structures that can be constructed within a certain (currently hard-coded) range. Deprecated with patch [[252.1]] by <code>TheMaxStructuresInRange</code>.,[[188.0]],deprecated,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],PvEStructureDecayDestructionPeriod,Unknown,Yes,0,No,"Specified the time required for player structures to decay in [[PvE]] mode. Deprecated and no more present in executable bits with patch [[180.0]] where each type of structure has its own decay time, increasing with ""tier quality"".<ref name=""extended_game_options"">Drake (23 June 2015). [http://steamcommunity.com/app/346110/discussions/10/530646715633129364/ ""Extended Game Options: How to Configure your Custom ARK server""]. ''Server Hosting & Advertisement''. Steam Community :: ARK: Survival Evolved. Retrieved 19 July 2015.</ref>",[[179.0]],deprecated,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],AdminListURL,Yes,No,N/A,Yes,Alternative to ''AllowedCheaterAccountIDs.txt'' (see [[#Administrator_Whitelisting|Administrator Whitelisting]]) using a web resource. The interval at which the server queries the resource to check for admin list update is defined by <code>UpdateAllowedCheatersInterval</code>. Undocumented by Wildcard.,{{ItemLink|ARK: Survival Ascended|&nbsp;}},,string with a URL
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowedCheatersURL,No,Yes,N/A,Yes,Alternative to ''AllowedCheaterSteamIDs.txt'' (see [[#Administrator_Whitelisting|Administrator Whitelisting]]) using a web resource (e.g.: official uses http://arkdedicated.com/globaladmins.txt). The interval at which the server queries the resource to check for admin list update is defined by <code>UpdateAllowedCheatersInterval</code> '''Note:''' it supports the HTTP protocol only (HTTPS is not supported). Undocumented by Wildcard.,,,string with a URL
Configuration Files > GameUserSettings.ini > [ServerSettings],AutoRestartIntervalSeconds,Yes,Unknown,Unknown,Yes,"Defines the time (in seconds) after which the server will automatically restart. Undocumented by Wildcard.
(Appears to shut off the server instead of restarting properly)",,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],ChatLogFileSplitIntervalSeconds,Unknown,Yes,86400,No,Controls how to split the chat log file related to time in seconds. Cannot be set to a value lower than 45 (will default to 45 if the value is lower). Set to 0 only in official. Undocumented by Wildcard.,,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],ChatLogFlushIntervalSeconds,Unknown,Yes,86400,No,Controls in how many second the chat log is flushed to log file. Cannot be set to a value lower than 15 (will default to 15 if the value is lower). Set to 0 only in official. Undocumented by Wildcard.,,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],ChatLogMaxAgeInDays,Unknown,Yes,5,No,Controls how many days the chat log is long. Set it to a negative value will result it to set at -1 (virtually infinite). Set to 0 only in official. Undocumented by Wildcard.,,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],DontRestoreBackup,Unknown,Yes,False,Yes,"If <code>True</code> and <code>-DisableDupeLogDeletes</code> is present, prevents the server to automatically restore a backup in case of corrupted save. Undocumented by Wildcard.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],EnableAFKKickPlayerCountPercent,Unknown,Yes,0.0,No,"Enables the idle timeout to be applied only if the amount of online players reaches percentage value related to <code>MaxPlayers</code> argument. The percentage is expressed as normalised value between 0 and 1.0, where 1.0 means 100%. Official set it to 0.89999998. Undocumented by Wildcard.",,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],EnableMeshBitingProtection,Unknown,Yes,True,Yes,"If <code>False</code>, disables mesh biting protection. Undocumented by Wildcard.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],FreezeReaperPregnancy,Unknown,Yes,False,No,"If <code>True</code>, freezes the {{ItemLink|Reaper King}} pregnancy timer and [[experience]] gain. Undocumented by Wildcard.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],LogChatMessages,Unknown,Yes,False,No,"If <code>True</code>, enables advanced chat logging. Chat logs will be saved in <code>ShooterGame/Saved/Logs/ChatLogs/<SessionName>/</code> in json format. Disabled on official. The file will be split according to <code>ChatLogFileSplitIntervalSeconds</code> value and flushed every <code>ChatLogFlushIntervalSeconds</code> seconds value. '''Note:''' <code><SessionName></code> will be written without spaces. Undocumented by Wildcard.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxStructuresInSmallRadius,Unknown,Yes,0,Yes,Defines the amount of max structures allowed to be placed in a <code>RadiusStructuresInSmallRadius</code> from player position. Official set it to 40. Undocumented by Wildcard.,,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxStructuresToProcess,Unknown,Yes,0,Yes,"Controls the max batch size of structures to process (e.g.: culling, building graphs modifications, etc) at each server tick. Leaving at 0 (default behaviour) will force the server to process all structures in queue. It's a trade-off between how much can cost a server tick (worst case scenario) and simulation accuracy. Official set it to 5000. Undocumented by Wildcard.",,,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],PreventOutOfTribePinCodeUse,Unknown,Yes,False,Yes,"If <code>True</code>, prevents out of tribe players to use pins on structures (doors, elevators, storage boxes, etc). Undocumented by Wildcard.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],RadiusStructuresInSmallRadius,Unknown,Yes,0.0,Yes,Defines the small radius dimension (in Unreal Units) used by <code>MaxStructuresInSmallRadius</code>. Official set it to 225.0. Undocumented by Wildcard.,,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],ServerEnableMeshChecking,Unknown,Yes,False,Yes,Involved in foliage repopulation. Takes no effect if <code>-forcedisablemeshchecking</code> is set. Enabled on official. Undocumented.,,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],TribeMergeAllowed,Unknown,Yes,True,No,"If <code>False</code>, prevents tribe to merge. Undocumented by Wildcard.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],TribeMergeCooldown,Unknown,Yes,0.0,No,Tribe merge cool-down in seconds. Official uses 86400.0. Undocumented by Wildcard.,,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],UpdateAllowedCheatersInterval,Yes,Yes,600.0,Yes,Times in seconds at which the remote admin list linked by <code>AllowedCheatersURL</code> is queried for updates. Any value less than 3.0 will be reverted to 3.0. Undocumented by Wildcard.,,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],UseCharacterTracker,Yes,No,False,Yes,"Used to enable character tracking. Alternatively, this option can be configured with <code>-disableCharacterTracker</code> argument in the command line (note that the argument from command line has priority over the value set in [[#GameUserSettings.ini|GameUserSettings.ini]]). Undocumented by Wildcard.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],UseExclusiveList,Unknown,Yes,False,Yes,"If <code>True</code>, allows same behaviour as <code>-exclusivejoin</code>. Undocumented by Wildcard.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ListenServerTetherDistanceMultiplier,Unknown,Yes,1.0,Yes,"Scales the tether distance between host and other players on non-dedicated sessions only. '''Note:''' despite being readable from command line, this option affects non-dedicated sessions only, thus it has to be set in the ''GameUserSettings.ini'' file or through the in-game local host graphics menu.",,,float
Configuration Files > GameUserSettings.ini > [SessionSettings],MultiHome,Unknown,Yes,N/A,Yes,Specifies MultiHome IP Address. Boolean <code>Multihome</code> option must be set to <code>True</code> as well (command line or <code>[MultiHome]</code> section). Leave it empty if not using multihoming. Can be specified in command line too.,,,IP_ADDRESS
Configuration Files > GameUserSettings.ini > [SessionSettings],Port,Yes,Yes,7777,Yes,Specifies the ''UDP Game Port''. See [[Dedicated_server_setup#Network|Dedicated server setup]]<br/>'''Note''': command line append syntax is not supported by {{gamelink|sa}},,,integer
Configuration Files > GameUserSettings.ini > [SessionSettings],QueryPort,Unknown,Yes,27015,Yes,Specifies the ''UDP Steam Query Port''. See [[Dedicated_server_setup#Network|Dedicated server setup]],,,integer
Configuration Files > GameUserSettings.ini > [SessionSettings],SessionName,Yes,Yes,ARK #123456,Yes,"Specifies the Server name advertised in the Game Server Browser as well in Steam Server browser. If no name is provide, the default name will be ''ARK #'' followed by a random 6 digit number. '''Note:''' Name must '''not''' be typed between quotes unless it is launched from command line.",,,string
Configuration Files > GameUserSettings.ini > [/Script/Engine.GameSession],MaxPlayers,No,Yes,70,Yes,"Specifies the maximum number of players that can play on the server simultaneously.<br/>{{ItemLink|ARK: Survival Ascended|ASA}}: This setting is replaced with <code>-WinLiveMaxPlayers</code> in the [[#options|command line options]], as otherwise, it will force it back to the default value.",,,integer
Configuration Files > GameUserSettings.ini > [Ragnarok],AllowMultipleTamedUnicorns,Unknown,Yes,False,No,"<code>False</code> = one unicorn on the map at a time, <code>True</code> = one wild and unlimited tamed Unicorns on the map.",,,boolean
Configuration Files > GameUserSettings.ini > [Ragnarok],EnableVolcano,Unknown,Yes,True,No,"<code>False</code> = disabled (the volcano will '''not''' become active), <code>True</code> = enabled",,,boolean
Configuration Files > GameUserSettings.ini > [Ragnarok],UnicornSpawnInterval,Unknown,Yes,24,No,"How long in hours the game should wait before spawning a new [[Unicorn]] if the wild one is killed (or tamed, if <code>AllowMultipleTamedUnicorns</code> is enabled). This value sets the minimum amount of time (in hours), and the maximum is equal to 2x this value.",,,integer
Configuration Files > GameUserSettings.ini > [Ragnarok],VolcanoIntensity,Unknown,Yes,1,No,"The lower the value, the more intense the volcano's eruption will be. Recommended to leave at 1. The minimum value is 0.25, and for multiplayer games, it should not go below 0.5. Very high numbers will basically disable the flaming rocks flung out of the volcano.",,,float
Configuration Files > GameUserSettings.ini > [Ragnarok],VolcanoInterval,Unknown,Yes,0,No,"0 = 5000 (min) - 15000 (max) seconds between instances of the volcano becoming active. Any number above 0 acts as a multiplier, with a minimum value of .1",,,integer
Configuration Files > GameUserSettings.ini > [MessageOfTheDay],Duration,Yes,Yes,20,No,Specifies in seconds the duration of the displayed message on player log-in.,[[171.0]],,integer
Configuration Files > GameUserSettings.ini > [MessageOfTheDay],Message,Yes,Yes,N/A,No,A single line string for a message displayed to played once logged-in. No quotes needed. Use <code>\n</code> to start a new line in the message.,[[171.0]],,string
Configuration Files > Game.ini,AutoPvEStartTimeSeconds,Unknown,Yes,0.0,skip,"States when the [[PvE]] mode should start in a [[PvP|PvPvE]] server. Valid values are from 0 to 86400. Options <code>bAutoPvETimer</code>, <code>bAutoPvEUseSystemTime</code> and <code>AutoPvEStopTimeSeconds</code> must also be set. '''Note:''' although at code level it is defined as a floating point number, it is suggested to use an integer instead.",[[196.0]],,float
Configuration Files > Game.ini,AutoPvEStopTimeSeconds,Unknown,Yes,0.0,skip,"States when the [[PvE]] mode should end in a [[PvP|PvPvE]] server. Valid values are from 0 to 86400. Options <code>bAutoPvETimer</code>, <code>bAutoPvEUseSystemTime</code> and <code>AutoPvEStopTimeSeconds</code> must also be set. '''Note:''' although at code level it is defined as a floating point number, it is suggested to use an integer instead.",[[196.0]],,float
Configuration Files > Game.ini,BabyCuddleGracePeriodMultiplier,Yes,Yes,1.0,skip,Scales how long after delaying cuddling with the Baby before Imprinting Quality starts to decrease.,[[242.0]],,float
Configuration Files > Game.ini,BabyCuddleIntervalMultiplier,Yes,Yes,1.0,skip,Scales how often babies needs attention for imprinting. More often means you'll need to cuddle with them more frequently to gain Imprinting Quality. Scales always according to default <code>BabyMatureSpeedMultiplier</code> value: set at 1.0 the imprint request is every 8 hours. See also [[Imprinting#The_Imprinting_formula|The Imprinting formula]] how it affects the imprinting amount at each baby care/cuddle.,[[242.0]],,float
Configuration Files > Game.ini,BabyCuddleLoseImprintQualitySpeedMultiplier,Yes,Yes,1.0,skip,Scales how fast Imprinting Quality decreases after the grace period if you haven't yet cuddled with the Baby.,[[242.0]],,float
Configuration Files > Game.ini,BabyFoodConsumptionSpeedMultiplier,Yes,Yes,1.0,skip,Scales the speed that baby tames eat their food. A lower value decreases (by percentage) the food eaten by babies.,[[222.3]],,float
Configuration Files > Game.ini,BabyImprintAmountMultiplier,Yes,Yes,1.0,skip,"Scales the percentage each imprint provides. A higher value, will rise the amount of imprinting % at each baby care/cuddle, a lower value will decrease it. This multiplier is global, meaning it will affect the imprinting progression of every species. See also [[Imprinting#The_Imprinting_formula|The Imprinting formula]] how it affects the imprinting amount at each baby care/cuddle.",[[312.35]],,float
Configuration Files > Game.ini,BabyImprintingStatScaleMultiplier,Yes,Yes,1.0,skip,Scales how much of an effect on stats the Imprinting Quality has. Set it to 0 to effectively disable the system.,[[242.0]],,float
Configuration Files > Game.ini,BabyMatureSpeedMultiplier,Yes,Yes,1.0,skip,"Scales the maturation speed of babies. A higher number decreases (by percentage) time needed for baby tames to mature. See [[Breeding#Times_for_Breeding|Times for Breeding]] tables for values at 1.0, see [[Imprinting#The_Imprinting_formula|The Imprinting formula]] how it affects the imprinting amount at each baby care/cuddle.",[[219.0]],,float
Configuration Files > Game.ini,bAllowUnclaimDinos,Unknown,Yes,True,skip,"If <code>False</code>, prevents players to unclaim tame creatures.",,,boolean
Configuration Files > Game.ini,bAllowCustomRecipes,Unknown,Yes,True,skip,"If <code>False</code>, disabled custom RP-oriented Recipe/Cooking System (including Skill-Based results).",[[224.0]],,boolean
Configuration Files > Game.ini,bAllowFlyerSpeedLeveling,Yes,Yes,False,skip,"Specifies whether flyer creatures can have their [[Movement Speed]] levelled up. In [[ARK: Survival Ascended]], setting this to <code>True</code> only works if <code>bAllowSpeedLeveling</code> is also <code>True</code>.",[[321.1]],,boolean
Configuration Files > Game.ini,bAllowPlatformSaddleMultiFloors,Unknown,Yes,False,skip,"If <code>True</code>, allows multiple platform floors.",[[260.0]],,boolean
Configuration Files > Game.ini,bAllowSpeedLeveling,Yes,No,False,skip,Specifies whether players and non-flyer creatures can have their [[Movement Speed]] levelled up.,,,boolean
Configuration Files > Game.ini,bAllowUnlimitedRespecs,Yes,Yes,False,skip,"If <code>True</code>, allows more than one usage of [[Mindwipe Tonic]] without 24 hours cooldown.",[[260.0]],,boolean
Configuration Files > Game.ini,BaseTemperatureMultiplier,Unknown,Yes,1.0,skip,"Specifies the map base temperature scaling factor: lower value makes the environment colder, higher value makes the environment hotter.",[[273.5]],,float
Configuration Files > Game.ini,bAutoPvETimer,Unknown,Yes,False,skip,"If <code>True</code>, enabled [[PvE]] mode in a [[PvP|PvPvE]] server at pre-specified times. The option <code>bAutoPvEUseSystemTime</code> determinates what kind of time to use, while <code>AutoPvEStartTimeSeconds</code> and <code>AutoPvEStopTimeSeconds</code> set the begin and end time of PvE mode.",[[196.0]],,boolean
Configuration Files > Game.ini,bAutoPvEUseSystemTime,Unknown,Yes,False,skip,"If <code>True</code>, [[PvE]] mode begin and end times in a [[PvP|PvPvE]] server will refer to the server system time instead of in-game world time. Options <code>bAutoPvETimer</code>, <code>AutoPvEStartTimeSeconds</code> and <code>AutoPvEStopTimeSeconds</code> must also be set.",[[196.0]],,boolean
Configuration Files > Game.ini,bAutoUnlockAllEngrams,Unknown,Yes,False,skip,"If <code>True</code>, unlocks all Engrams available. Ignores OverrideEngramEntries and OverrideNamedEngramEntries entries.",[[273.62]],,boolean
Configuration Files > Game.ini,bDisableDinoBreeding,Unknown,Yes,False,skip,"If <code>True</code>, prevents tames to be bred.",,,boolean
Configuration Files > Game.ini,bDisableDinoRiding,Unknown,Yes,False,skip,"If <code>True</code>, prevents players to ride tames.",[[254.5]],,boolean
Configuration Files > Game.ini,bDisableDinoTaming,Unknown,Yes,False,skip,"If <code>True</code>, prevents players to tame wild creatures.",[[254.5]],,boolean
Configuration Files > Game.ini,bDisableFriendlyFire,Yes,Yes,False,skip,"If <code>True</code>, prevents Friendly-Fire (among tribe mates/tames/structures).",[[228.4]],,boolean
Configuration Files > Game.ini,bDisableLootCrates,Unknown,Yes,False,skip,"If <code>True</code>, prevents spawning of Loot crates (artifact creates will still spawn).",[[231.7]],,boolean
Configuration Files > Game.ini,bDisablePhotoMode,Yes,No,False,skip,Defines if photo mode is allowed (<code>False</code>) or not (<code>True</code>).,,,boolean
Configuration Files > Game.ini,bDisableStructurePlacementCollision,Yes,Yes,False,skip,"If <code>True</code>, allows for structures to clip into the terrain.",[[273.62]],,boolean
Configuration Files > Game.ini,bDisableWirelessCrafting,Yes,No,false,skip,"If <code>True</code>, prevents wireless crafting from [[Tek Dedicated Storage]].",,,boolean
Configuration Files > Game.ini,bDisableWirelessCraftingForDinos,Yes,No,false,skip,"If <code>True</code>, prevents wireless crafting from [[Tek Dedicated Storage]] when crafting in dino inventories.",,,boolean
Configuration Files > Game.ini,bDisableWirelessCraftingForPlayers,Yes,No,false,skip,"If <code>True</code>, prevents wireless crafting from [[Tek Dedicated Storage]] when crafting in the player inventory.",,,boolean
Configuration Files > Game.ini,bDisableWirelessCraftingForStructures,Yes,No,false,skip,"If <code>True</code>, prevents wireless crafting from [[Tek Dedicated Storage]] when crafting in structure inventories.",,,boolean
Configuration Files > Game.ini,bFlyerPlatformAllowUnalignedDinoBasing,Unknown,Yes,False,skip,"If <code>True</code>, Quetz platforms will allow any non-allied tame to base on them when they are flying.",[[218.3]],,boolean
Configuration Files > Game.ini,bIgnoreStructuresPreventionVolumes,Yes,Yes,False,skip,"If <code>True</code>, enables building areas where normally it's not allowed, such around some maps' [[Obelisk|Obelisks]], in the [[The_Ancient_Device_(Aberration)|Aberration Portal]] and in Mission Volumes areas on [[Genesis: Part 1]]. '''Note:''' in Genesis: Part 1 this settings is enabled by default and there is an ad hoc settings called <code>bGenesisUseStructuresPreventionVolumes</code> to disable it.",,,boolean
Configuration Files > Game.ini,bIncreasePvPRespawnInterval,Unknown,Yes,True,skip,"If <code>False</code>, disables [[PvP]] additional re-spawn time (<code>IncreasePvPRespawnIntervalBaseAmount</code>) that scales (<code>IncreasePvPRespawnIntervalMultiplier</code>) when a player is killed by a team within a certain amount of time (<code>IncreasePvPRespawnIntervalCheckPeriod</code>).",[[196.0]],,boolean
Configuration Files > Game.ini,bOnlyAllowSpecifiedEngrams,Unknown,Yes,False,skip,"If <code>True</code>, any Engram not explicitly specified by <code>OverrideEngramEntries</code> or <code>OverrideNamedEngramEntries</code> list will be hidden. All Items and Blueprints based on hidden Engrams will be removed.",[[187.0]],,boolean
Configuration Files > Game.ini,bPassiveDefensesDamageRiderlessDinos,Unknown,Yes,False,skip,"If <code>True</code>, allows spike walls to damage wild/riderless creatures.",[[224.0]],,boolean
Configuration Files > Game.ini,bPvEAllowTribeWar,Unknown,Yes,True,skip,"If <code>False</code>, disables capability for Tribes to officially declare war on each other for mutually-agreed-upon period of time.",[[223.0]],,boolean
Configuration Files > Game.ini,bPvEAllowTribeWarCancel,Unknown,Yes,False,skip,"If <code>True</code>, allows cancellation of an agreed-upon war before it has actually started.",[[223.0]],,boolean
Configuration Files > Game.ini,bPvEDisableFriendlyFire,Yes,Yes,False,skip,"If <code>True</code>, disabled Friendly-Fire (among tribe mates/tames/structures) in [[PvE]] servers.",[[202.0]],,boolean
Configuration Files > Game.ini,bShowCreativeMode,Yes,Yes,False,skip,"If <code>True</code>, adds a button to the pause menu to enable/disable creative mode.",[[278.0]],,boolean
Configuration Files > Game.ini,bUseCorpseLocator,Unknown,Yes,True,skip,"If <code>False</code>, prevents survivors to see a green light beam at the location of their dead body.",[[259.0]],,boolean
Configuration Files > Game.ini,bUseDinoLevelUpAnimations,Yes,Yes,True,skip,"If <code>False</code>, tame creatures on level-up will not perform the related animation.",,,boolean
Configuration Files > Game.ini,bUseSingleplayerSettings,Yes,Yes,False,skip,"If <code>True</code>, all game settings will be more balanced for an individual player experience. Useful for dedicated server with a very small amount of players. See [[#Single_Player_Settings|Single Player Settings]] section for more details.",[[259.0]],,boolean
Configuration Files > Game.ini,bUseTameLimitForStructuresOnly,Unknown,Yes,False,skip,If <code>True</code> will make Tame Units only be applied and used for Platforms with Structures and Rafts effectively disabling Tame Units for tames without Platform Structures.,[[259.0]],,boolean
Configuration Files > Game.ini,"CheatTeleportLocations=(TeleportName=""<string>"",TeleportLocation=(X=<float>,Y=-<float>,Z=<float>))",Yes,Unknown,,skip,"Creates a named teleport location that can be used with the [[Console commands#TP|TP]] command. The coordinates must be listed in Unreal units, not in-game gps coordinates. Example:
  CheatTeleportLocations=(TeleportName=""Hightower"",TeleportLocation=(X=467967.0,Y=-359082.0,Z=6879.0))
  With this example, executing the command <code>cheat TP Hightower</code> will teleport you to the defined coordinates, which (if the map is Ragnarok{{IconLink|ASA|size=25px}}) is the highlands lighthouse.",,,(...)
Configuration Files > Game.ini,ConfigAddNPCSpawnEntriesContainer,Yes,Yes,N/A,skip,Adds specific creatures in spawn areas. See [[#ConfigAddNPCSpawnEntriesContainer|Creature Spawn related]] section for more detail.,[[248.0]],,(...)
Configuration Files > Game.ini,ConfigOverrideItemCraftingCosts,Unknown,Yes,N/A,skip,Overrides items crafting resource requirements. See [[#ConfigOverrideItemCraftingCosts|Item related]] section for more details.,[[242.0]],,(...)
Configuration Files > Game.ini,ConfigOverrideItemMaxQuantity,Unknown,Yes,N/A,skip,Overrides items stack size on a per-item basis. See [[#ConfigOverrideItemMaxQuantity|Item related]] section for more details.,[[292.100]],,(...)
Configuration Files > Game.ini,ConfigOverrideNPCSpawnEntriesContainer,Unknown,Yes,N/A,skip,Overrides specific creatures in spawn areas. See [[#ConfigOverrideNPCSpawnEntriesContainer|Creature Spawn related]] section for more details.,[[248.0]],,(...)
Configuration Files > Game.ini,ConfigOverrideSupplyCrateItems,Unknown,Yes,N/A,skip,Overrides items contained in loot crates. See [[#ConfigOverrideSupplyCrateItems|Items related]] section for more details.,[[242.0]],,(...)
Configuration Files > Game.ini,ConfigSubtractNPCSpawnEntriesContainer,Unknown,Yes,N/A,skip,Removes specific creatures in spawn areas. See [[#ConfigSubtractNPCSpawnEntriesContainer|Creature Spawn related]] section for more detail.,[[248.0]],,(...)
Configuration Files > Game.ini,CraftingSkillBonusMultiplier,Yes,Yes,1.0,skip,Scales the bonus received from upgrading the [[Crafting Skill]].,[[259.32]],,float
Configuration Files > Game.ini,CraftXPMultiplier,Yes,Yes,1.0,skip,Scales the amount of XP earned for crafting.,[[243.0]],,float
Configuration Files > Game.ini,CropDecaySpeedMultiplier,Yes,Yes,1.0,skip,Scales the speed of crop decay in plots. A higher value decrease (by percentage) speed of crop decay in plots.,[[218.0]],,float
Configuration Files > Game.ini,CropGrowthSpeedMultiplier,Yes,Yes,1.0,skip,Scales the speed of crop growth in plots. A higher value increases (by percentage) speed of crop growth.,[[218.0]],,float
Configuration Files > Game.ini,CustomRecipeEffectivenessMultiplier,Yes,Yes,1.0,skip,Scales the effectiveness of custom recipes. A higher value increases (by percentage) their effectiveness.,[[226.0]],,float
Configuration Files > Game.ini,CustomRecipeSkillMultiplier,Yes,Yes,1.0,skip,Scales the effect of the players crafting speed level that is used as a base for the formula in creating a custom recipe. A higher number increases (by percentage) the effect.,[[226.0]],,float
Configuration Files > Game.ini,DestroyTamesOverLevelClamp,Yes,Yes,0,skip,Tames that exceed that level will be deleted on server start. Official servers have it set to <code>450</code>.,[[255.0]],,integer
Configuration Files > Game.ini,DinoClassDamageMultipliers,Unknown,Yes,N/A,skip,Globally overrides wild creatures damages. See [[#DinoClassDamageMultipliers|Creature Stats related]] section for more detail.,[[194.0]],,(...)
Configuration Files > Game.ini,DinoClassResistanceMultipliers,Unknown,Yes,N/A,skip,Globally overrides wild creatures resistance. See [[#DinoClassResistanceMultipliers|Creature Stats related]] section for more detail.,[[194.0]],,(...)
Configuration Files > Game.ini,DinoHarvestingDamageMultiplier,Unknown,Yes,3.2,skip,Scales the damage done to a harvestable item/entity by a tame. A higher number increases (by percentage) the speed of harvesting.,[[321.1]],,float
Configuration Files > Game.ini,DinoSpawnWeightMultipliers,Unknown,Yes,N/A,skip,Globally overrides creatures spawns likelihood. See [[#DinoSpawnWeightMultipliers|Creature Spawn related]] section for more detail.,[[179.0]],,(...)
Configuration Files > Game.ini,DinoTurretDamageMultiplier,Unknown,Yes,1.0,skip,Scales the damage done by Turrets towards a creature. A higher values increases it (by percentage).,[[231.4]],,float
Configuration Files > Game.ini,EggHatchSpeedMultiplier,Yes,Yes,1.0,skip,Scales the time needed for a fertilised egg to hatch. A higher value decreases (by percentage) that time.,[[219.0]],,float
Configuration Files > Game.ini,EngramEntryAutoUnlocks,Unknown,Yes,N/A,skip,Automatically unlocks the specified Engram when reaching the level specified. See [[#EngramEntryAutoUnlocks|Engram Entries related]] section for more detail.,[[273.62]],,(...)
Configuration Files > Game.ini,ExcludeItemIndices,Yes,Yes,N/A,skip,Excludes an item from supply crates specifying its [[Item IDs|Item ID]]. You can have multiple lines of this option.,,,integer
Configuration Files > Game.ini,FastDecayInterval,Unknown,Yes,43200,skip,"Specifies the decay period for ""Fast Decay"" structures (such as pillars or lone foundations). Value is in seconds. <code>FastDecayUnsnappedCoreStructures</code> in ''GameUserSettings.ini'' must be set to <code>True</code> as well to take any effect.",[[259.0]],,integer
Configuration Files > Game.ini,FishingLootQualityMultiplier,Unknown,Yes,1.0,skip,Sets the quality of items that have a quality when fishing. Valid values are from 1.0 to 5.0.,[[260.0]],,float
Configuration Files > Game.ini,FuelConsumptionIntervalMultiplier,Unknown,Yes,1.0,skip,Defines the interval of fuel consumption.,[[264.0]],,float
Configuration Files > Game.ini,LimitGeneratorsNum,Yes,No,3,skip,Limits the number of generators in the area defined by <code>LimitGeneratorsRange</code>. Official servers have it set to <code>3</code>.,,,integer
Configuration Files > Game.ini,LimitGeneratorsRange,Yes,No,15000,skip,Sets the area range (in Unreal Units) in which the option <code>LimitGeneratorsNum</code> applies. Official servers have it set to <code>15000</code>.,,,integer
Configuration Files > Game.ini,GenericXPMultiplier,Yes,Yes,1.0,skip,Scales the amount of XP earned for generic XP (automatic over time).,[[243.0]],,float
Configuration Files > Game.ini,GlobalCorpseDecompositionTimeMultiplier,Unknown,Yes,1.0,skip,"Scales the decomposition time of corpses, (player and creature), globally. Higher values prolong the time.",[[189.0]],,float
Configuration Files > Game.ini,GlobalItemDecompositionTimeMultiplier,Yes,Yes,1.0,skip,"Scales the decomposition time of dropped items, loot bags etc. globally. Higher values prolong the time.",[[189.0]],,float
Configuration Files > Game.ini,GlobalPoweredBatteryDurabilityDecreasePerSecond,Unknown,Yes,3.0,skip,Specifies the rate at which charge batteries are used in electrical objects.,[[275.0]],,float
Configuration Files > Game.ini,GlobalSpoilingTimeMultiplier,Yes,Yes,1.0,skip,Scales the spoiling time of perishables globally. Higher values prolong the time.,[[189.0]],,float
